"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"308","Northbaze","-23,8%","18%","-7,3","13,0","-0,06","0,4",,"54","50,1","0,9%","-22,1%","-8,3%"
"1956","Northern CapSek","-5,7%",,"-0,7","-0,4","-0,11","0,1",,"14","50,6","-3,5%","-39,2%","-10,0%"
"2375","Northgold","-17,1%","-1%","-1,0","-0,9","-0,21","0,2",,"16","54,3","-2,5%","-58,7%","7,0%"
"2327","Norva24","4,7%","31%","21,9","30,8","-2,52","2,0","-1,2","4540","47,3","1,4%","-10,5%","0,2%"
"1369","Nosa Plugs","-81,5%","-16%","-16,5","-11,5","-0,02","10,5",,"173","42,8","-11,9%","30,2%","-12,7%"
"1664","Nosium","-36,3%","4%","-1,9","-1,2","-2,11","0,3",,"18","48,5","-11,3%","-15,2%","11,4%"
"162","NOTE","15,9%","7%","13,1","9,9","-4,89","2,7","-0,8","4484","48,9","2,4%","9,6%","0,4%"
"2123","Nowonomics","-142,3%","-23%","-4,6","-7,1","-0,14","4,5",,"94","54,6","-0,7%","3,5%","-1,0%"
"164","Novotek","54,9%","-22%","7,3","9,8","-1,27","3,7","0,1","846","65,1","5,8%","10,1%","15,7%"
"562","Novus","-10,9%","-16%","-38,4","-11,3","-0,16","3,0",,"32","51,8","2,7%","-2,4%","0,7%"
"441","NP3 Fastigheter","3,2%","51%","31,4","-16,8","-43,88","1,6","1,2","27316","54,7","-1,8%","-1,8%","2,7%"
"1338","NYAB","9,8%","-6%","12,0","13,5","-0,01","1,7","0,2","3708","57,9","4,0%",,"4,9%"
"1750","Nyfosa","2,6%","50%","31,2","53,5","-2,89","1,1","621,1","20685","36,7","-6,6%","-3,3%","-10,2%"
"581","Obducat","-4150,6%","21%","-24,0","13,3","-0,04","470,2",,"111","28,7","-27,2%","-20,2%","-42,3%"
"2510","Observit","3,3%","-8%","111,1","-214,4","-0,01","12,8","1,7","233","27,2","-13,6%","43,1%","-26,1%"
"1912","ODI Pharma",,"-75%","-5,2","-5,9",,"33,5",,"37","31,3","-14,3%","-32,5%","-35,4%"
"2183","Odinwell","-17,8%","-18%","-3,5","-3,4","-0,08","0,8",,"23","31,8","-32,7%","49,0%","-41,9%"
"168","OEM International","29,2%","-13%","23,7","29,0","-0,49","7,8","-185,9","18573","68,6","3,4%","-0,4%","13,6%"
"343","Ogunsen","48,8%","-14%","11,6","14,1","-0,18","4,6","-0,4","327","54,4","1,1%","-7,3%","5,6%"
"1406","Oncopeptides","-1232,0%","-42%","-0,7","-0,9","-0,00","2,5",,"359","53,8","6,6%","-27,2%","13,9%"
"2078","OncoZenge","-142,7%","-34%","-8,0","-7,9",,"7,3",,"73","58,2","9,2%","-5,3%","-12,0%"
"2381","Oneflow","-180,0%","-35%","-9,1","-9,6","-1,86","5,8",,"850","31,8","-8,7%","-2,1%","-22,1%"
"325","Online Brands Nordic","-4,5%","2%","122,5","14,3","-0,15","1,9",,"348","46,7","-1,5%","10,7%","0,0%"
"1935","oodash Group","-114,2%","12%","-4,8","-8,8","9,78","1,8",,"260","53,8","-7,6%","115,2%","-17,9%"
"2309","Opter","721,2%","-66%","31,1","41,6",,"21,7","1,6","699","47,0","0,5%","11,5%","-6,8%"
"474","OptiCept Technologies","-17,8%","4%","-4,1","-3,8","-0,35","0,7",,"287","54,7","0,6%","-13,5%","-0,3%"
"170","Orexo","-84,4%","57%","-6,6","-24,3","-0,16","-4,6",,"589","46,6","-4,7%","10,9%","-10,5%"
"605","OrganoClick","-43,7%","39%","-29,5","-52,7","-0,09","8,3",,"240","48,7","-2,4%","-12,3%","-9,3%"
"132","Orrön Energy","-3,2%","15%","-12,4","8,2","0,11","0,4",,"1722","36,1","-1,5%","-11,8%","-12,4%"
"1624","Ortivus A","-106,3%","57%","-8,0","-9,0","-0,17","-16,9",,"120","48,0","-0,8%","-15,6%","-8,2%"
"172","Ortivus B","-106,3%","57%","-5,6","-6,3","-0,17","-10,3",,"73","49,1","-4,6%","-12,2%","-4,1%"
"475","Ortoma","-21,4%","-18%","-9,0","-15,7","-0,45","1,8",,"313","48,5","-0,4%","-2,7%","-1,2%"
"1845","OssDsign","-28,9%","-32%","-25,0","-19,6","-0,01","6,2",,"1336","67,8","6,1%","26,1%","31,5%"
"1453","OurLiving","-327,7%","38%","-3,1","-3,7",,"21,8",,"20","54,1","0,9%","-0,6%","-8,8%"
"1698","Ovzon","-10,5%","23%","-34,6","-26,5","-1,42","1,4",,"2186","58,9","6,3%","3,6%","3,0%"
"1475","OXE Marine","-44,5%","89%","-4,6","-7,6","-0,01","-2,1",,"231","43,5","2,2%","-15,5%","-22,6%"
"738","Pandox","2,1%","46%","37,4","-32,3","-22,52","1,1","2,5","38921","56,0","-0,5%","0,4%","-0,7%"
"1137","Paradox Interactive","35,7%","-40%","28,5","28,6","-3,84","7,6","3,7","21991","43,7","-1,8%","20,3%","-1,3%"
"1469","Paxman","30,5%","-11%","37,2","85,4","-1,29","7,8","0,1","1274","47,6","-3,3%","15,9%","-0,6%"
"175","Peab","10,1%","24%","10,9","5,1","4,34","1,4","0,5","23936","48,5","-0,8%","3,5%","3,1%"
"495","Peptonic Medical","-80,5%","-0%","-0,1",,,"0,1",,"39","51,5","-2,1%","-33,8%","-4,5%"
"773","Perpetua Medical","-41,1%","-29%","-9,8","-10,7","1,19","2,7",,"29","58,8",,"31,6%","6,6%"
"919","PExA","-385,8%","-55%","-0,8","-0,9","-0,01","1,7",,"14","55,4","-6,0%","-35,5%","27,7%"
"553","PharmaLundensis","-102,7%","44%","-15,7","-28,8","-0,03","14,2",,"50","54,3","-3,3%","43,5%","-3,5%"
"462","Phase Holographic","-186,9%","24%","-2,3","-5,6","-0,36","55,0",,"72","41,5","-3,0%","-70,0%","-10,2%"
"914","Photocat","-17,7%","8%","-17,1","-66,7","-0,35","3,7",,"60","45,1","-9,9%","-0,8%","-16,0%"
"2201","Physitrack","8,5%","11%","8,0","-56,8","-0,22","0,8","0,0","224","71,4","14,5%","-19,9%","67,3%"
"2109","Pierce Group","8,6%","-22%","30,9","5,7","-0,10","1,2","0,2","802","74,1","8,3%","-6,2%","20,2%"
"2240","Pila Pharma","-1404,5%","-70%","-12,8","-16,9",,"13,2",,"100","45,5","-5,7%","-13,5%","-3,4%"
"177","PION Group","-48,2%","2%","-4,0","189,8","-0,05","2,1",,"274","39,4","-3,4%","-6,1%","-6,9%"
"2299","PixelFox","-78,1%","-5%","-6,0","-223,2","-0,02","3,5",,"30","74,3","24,9%","8,4%","85,1%"
"366","Platzer Fastigheter","2,0%","48%","35,8","-18,2","-19,52","0,8","1,0","10086","49,9","-0,7%","-10,2%","-0,5%"
"1078","Plejd","20,1%","-6%","38,1","108,6","-8,89","9,4","0,4","5170","66,4","1,8%","21,2%","23,3%"
"1757","PolarCool","-216,7%","-49%","-1,1","-0,9","-0,33","1,5",,"24","44,7","-4,0%","-51,2%","-11,4%"
"1014","Polygiene","1,9%","-19%","28,6","16,5","-0,04","1,4","0,9","442","45,2","-3,3%","17,1%","-15,1%"
"2125","Polymer Factory","-235,6%","-29%","-1,4","-2,0",,"2,2",,"10","57,8","4,9%","-12,9%","14,5%"
"392","Polyplank","-48,6%","42%","-3,6","-3,2","-0,00","5,8",,"12","58,2","4,7%","-36,7%","16,1%"
"434","PowerCell","-24,4%","-32%","-30,7","-25,3","-0,82","4,5",,"1864","49,6","-1,5%","2,0%","5,2%"
"936","Prebona","-58,5%","31%","-10,9","-8,2","-0,06","29,2",,"60","47,5","1,5%","-10,9%","-4,8%"
"333","Precio Fishbone","5,0%","-7%","20,0","-13,3","-4,21","1,3","-1,5","209","55,9","6,4%","-12,6%","2,7%"
"178","Precise Biometrics","-6,5%","-19%","-25,6","-32,3","-0,22","1,8",,"279","31,5","-9,0%","3,1%","-13,4%"
"334","Precomp Solutions","-1,1%","24%","11,4","35,3","-0,10","1,0",,"21","48,6","1,7%","-18,0%","-10,7%"
"451","Premium Snacks","12,0%","23%","18,9","19,0","-0,81","3,8","0,0","262","49,9","-2,8%","23,7%","-3,9%"
"1878","Preservia Hyresfastigheter","-2,5%","-1%","-0,9","0,2","0,43","0,0",,"2","55,8","-7,4%","-7,9%","20,5%"
"2302","Preservium Property","2,6%","68%","28,1","29,0","-0,36","0,7","0,4","216","56,0","4,0%","16,0%","9,4%"
"179","Prevas","9,2%","20%","13,9","-27,2","-16,62","2,2","-0,7","1410","56,2","-0,6%","-12,5%","4,4%"
"180","Pricer","13,3%","5%","9,0","-65,4","-0,52","1,4","0,0","1608","40,0","-4,9%","-5,8%","-4,6%"
"2536","Prisma Properties","1,3%","23%","63,3","-11,0","-2,93","1,0",,"4310","65,1","2,7%",,"7,4%"
"181","Proact IT","12,6%","-7%","9,8","5,8","-1,02","2,8","0,5","3294","44,3","-2,2%","-14,1%","1,0%"
"182","Probi","1,0%","-18%","1201,5","48,5","-5,09","2,9","-17,8","3965","50,7","-0,1%","20,1%","-0,3%"
"184","ProfilGruppen","11,8%","4%","5,7","38,3","-9,46","1,3","2,9","855","59,3","3,2%","-2,6%","2,2%"
"2228","Profoto","25,0%","24%","10,8","-50,2","-3,33","4,3","-0,7","1600","53,4","0,6%","-24,5%","0,3%"
"1718","Projektengagemang","2,4%","22%","12,8","3,9","-0,05","0,3","0,0","196","53,3","-1,4%","-25,6%","-1,5%"
"1424","Prolight Diagnostics","-26,8%","-10%","-9,0","-6,7","-0,03","2,6",,"351","82,3","47,7%","17,1%","112,8%"
"2389","Promimic","-32,7%","-45%","-45,7","-20,9","-0,61","7,5",,"529","71,2","10,3%","-27,9%","36,6%"
"477","ProstaLund","-47,3%","-11%","-0,7","-0,5","-2,33","0,4",,"22","36,8","-25,5%","-40,0%","-33,3%"
"2016","Prostatype Genomics","-170,7%","-22%","-0,7","-0,5","-1,39","1,1",,"37","39,1","-20,9%","-54,0%","-42,3%"
"1311","Provide IT",,"-34%","-7,2",,,"2,3",,"10","39,9","-4,2%","-2,5%","-7,4%"
"2365","Purefun","8,7%","-11%","18,0","9,1","-0,34","1,5","-0,5","144","58,7","-2,7%","11,5%","-5,8%"
"461","QBank",,"-58%","-40,4","4,9",,"16,6",,"86","62,3","6,7%","8,4%","23,1%"
"2554","Qben Infra",,,,,,,,"902","52,1","-1,6%",,"11,3%"
"2196","Qbrick","-50,7%","-11%","-1,5","-3,5","-0,06","1,0",,"21","56,3","-2,3%","5,5%","-21,8%"
"1543","Qiiwi Games","-36,9%","-69%","-1,1","-1,6","0,11","1,1",,"27","25,0","-20,7%","41,4%","-32,1%"
"1896","QleanAir","-0,7%","26%","32,3","24,3","-1,70","1,1",,"222","41,9","-4,0%","-33,3%","-9,7%"
"1921","QLife","-1228,7%","51%","-0,3","-0,3","-3,36","-8,5",,"30","58,5","7,2%","-18,7%","-14,9%"
"1774","Q-Linea",,"57%","-0,4","-0,5","-0,04","-0,2",,"224","34,2","-79,8%","-80,7%","-84,2%"
"1979","Qliro","-0,8%",,"-13,7","1,5","-6,59","0,8",,"477","45,4","-3,1%","-6,7%","0,0%"
"507","Qlosr Group","-323,2%","22%","-0,9","-32,7","-0,52","-0,1",,"4","30,3","-7,7%","-68,1%","-56,3%"
"2301","Qlucore","-40,4%","-28%","0,5","0,3","-4,64","0,2",,"17","40,1","-6,4%","-28,0%","-20,4%"
"2570","Qualisys","20,4%","-19%","14,7","13,1","-0,49","4,8","11,4","788",,,,
"565","QuiaPEG Pharmaceuticals","-43,2%","-6%","-0,3","-0,1","-0,02","0,2",,"7","34,0","-22,4%","-71,8%","-46,8%"
"557","Railcare","4,6%","51%","17,8","18,4","-3,64","2,3","-0,7","649","53,2","-0,5%","-6,8%","0,7%"
"2416","Railway Metrics & Dynamics","-3,1%","-1%","-3,8","-2,1","-0,56","0,2",,"46","45,9","-5,7%","-32,9%","-23,9%"
"2553","Ramlösa Shipping","5,7%","20%","10,3","-3,4","-58,10","1,4",,"108","62,3","9,2%",,"19,7%"
"2504","RanLOS","-42,4%","3%","-1,8","-0,9","-2,40","0,8",,"21","48,4","-15,8%","-12,4%","-6,1%"
"1723","Ranplan","-544,8%","77%","-2,9","-2,7",,"-1,7",,"59","100,0","-4,2%","2,8%","-7,4%"
"1625","Ratos A","1,1%","20%","11,9","8,0","-2,97","0,9","-0,7","12997","61,4","3,6%","-1,3%","8,2%"
"185","Ratos B","1,1%","20%","11,5","7,8","-2,97","0,8","-0,6","12382","65,2","4,3%","-1,5%","8,2%"
"186","RaySearch Laboratories","22,0%","0%","33,0","32,1","-6,40","9,8","0,3","8588","53,1","-1,5%","33,1%","7,7%"
"1777","Raytelligence","-400,1%","-1%","-0,9","-13,6","0,28","3,5",,"9","45,5","-11,2%","-15,8%","-29,1%"
"1971","Readly","-293,3%","-35%","16,1","6,9","-0,03","8,7","0,0","606","55,2","2,9%","0,0%","12,3%"
"1306","Real Fastigheter","6,3%","47%","14,2","-23,4","-2,37","0,5","0,0","293","65,6","5,2%","-0,9%","30,0%"
"1486","Realfiction","-34,5%","7%","-15,3","-14,0","-0,28","4,7",,"238","52,8","-5,6%","-21,6%","-3,2%"
"491","Recyctec",,"125%","-0,5","-1,9","-0,04","-0,1",,"7","51,1","8,5%","-70,1%","2,1%"
"774","Redsense Medical","-32,9%","-40%","-13,6","-10,4","0,09","2,9",,"118","51,9","-0,1%","1,0%","-3,5%"
"2098","Refine Group","-157,9%","11%","-0,4","-8,4","-0,01","0,3",,"24","21,2","-25,2%","-28,4%","-35,1%"
"188","Rejlers","9,9%","16%","14,8","14,2","-4,90","1,9","0,8","3670","63,4","1,9%","-0,4%","12,2%"
"1491","Relevance Communication","-18,0%","6%","-9,4","-9,1","-0,24","1,8",,"36","59,4","6,2%","-36,1%","26,0%"
"2388","Renewable Ventures","-75,7%","-35%","-9,1","12,9","0,18","0,8",,"22","54,1","5,6%","-14,6%","-9,3%"
"1442","Rentunder","-197,1%","-20%","2,4","5,0","-0,04","6,8","0,0","7","76,7","-18,9%","-58,7%","12,3%"
"546","Respiratorius","-33,6%","-24%","-4,0","-5,4","-0,27","1,3",,"38","61,9","9,3%","-4,7%","-8,6%"
"2313","Resqunit",,"-0%","-0,3","-0,8","-0,02","-0,4",,"6","67,2","22,4%","-24,6%","11,6%"
"1082","Resurs Holding","0,5%",,"13,5","1,8","-0,58","0,6","1,0","4708","49,1","0,1%","4,0%","0,1%"
"2193","Revolutionrace","33,7%","-15%","11,6","15,9","-0,02","4,1","1,3","4785","36,4","-5,3%","-2,2%","-1,1%"
"2371","RightBridge Ventures",,"164%","-1,3","-1,4","0,00","-0,8",,"9","47,9","-1,0%","-35,1%","-7,3%"
"111","Rolling Optics","-17,2%","-33%","-2,1","-1,9","-0,06","0,8",,"96","26,7","-4,1%","-13,2%","-37,6%"
"191","Rottneros","0,9%","14%","35,9","-4,0","-2,87","0,8","-0,8","1302","32,4","-3,7%","-10,7%","-15,4%"
"2101","RugVista","14,5%","-25%","13,6","14,3","-0,95","1,8","-0,8","1018","55,6","-0,9%","-4,9%","10,6%"
"2512","Rusta","6,9%","59%","22,0","19,0","-2,03","7,2","1,3","12259","53,4","-0,5%","2,5%","-4,3%"
"1758","S2Medical","-24,5%","-8%","0,7","0,1","-0,00","0,3",,"8","52,9","-2,6%","-59,6%","5,3%"
"193","Saab","8,8%","-2%","29,7","66,0","-7,85","4,8","1,8","173638","81,6","17,5%","1,8%","38,0%"
"490","Safe at Sea","11,0%","-12%","22,7",,,"2,5","0,8","29","57,0","0,5%","28,4%","-3,6%"
"512","Safe Lane Gaming","-82,6%","55%","-1,2","94,2",,"0,7",,"15","57,8","-5,7%","-9,1%","-2,7%"
"2143","Safello Group","49,9%","-48%","10,6","12,2","0,27","2,7","0,0","115","39,5","-9,4%","19,6%","-30,0%"
"427","Safeture","11,0%","-46%","-1240,6","46,9","-0,19","8,1","4,2","231","42,1","-7,1%","-8,6%","-14,5%"
"194","Sagax A","4,5%","41%","25,6","-46,4","-16,96","1,8","3,1","104538","42,7","-3,8%","-11,0%","-7,8%"
"1626","Sagax B","4,5%","41%","25,6","-46,5","-16,96","1,8","3,1","104631","43,5","-3,8%","-10,9%","-7,0%"
"1627","Sagax D","4,5%","41%","10,6","-19,3","-16,96","0,3","0,5","15307","67,3","2,0%","-0,9%","5,1%"
"766","SaltX Technology","-57,1%","1%","-15,3","-12,2","-0,05","6,9",,"828","59,2","8,0%","-2,9%","34,9%"
"438","Samhällsbyggnadsbolag B","1,8%","62%","34,4","7,3","5,74","0,2","0,1","6760","32,1","-14,5%","-12,7%","-24,3%"
"1778","Samhällsbyggnadsbolag D","1,8%","62%","36,3","7,7","5,74","0,3","0,2","10435","34,9","-11,2%","-5,8%","-19,2%"
"2483","Sampo","4,9%",,"13,6","17,6","-0,05","3,0","-1,3","255668","66,3","2,4%","-1,6%","5,0%"
"1415","Samtrygg","67,0%","-2%","13,4","2,0","0,46","3,8","0,1","41","65,1","4,5%","-2,0%","27,7%"
"195","Sandvik","8,8%","22%","18,1","25,7","-6,12","3,0","-1,2","291896","54,9","0,5%","1,7%","0,9%"
"478","Saniona","-274,2%","-69%","2,2","2,1","-0,00","3,3","0,0","778","42,9","-6,8%","53,9%","-2,1%"
"1416","SARSYS",,"29%","-3,1","-13,4","-0,08","-4,6",,"23","50,2","-6,6%","-12,0%","-26,1%"
"2181","SaveLend",,"10%","-4,1","-4,2","-0,21","0,9",,"80","24,7","-8,0%","-14,7%","-30,3%"
"331","Saxlund","-23,4%","20%","-16,3","-5,3","-0,28","1,2",,"71","65,6","7,6%","-100,0%","20,0%"
"1628","SCA A","2,6%","9%","23,2","65,4","-2,43","1,0","-28,3","103244","47,6","-1,1%","-1,0%","-1,9%"
"197","SCA B","2,6%","9%","23,2","65,5","-2,43","1,0","-28,4","103525","46,8","-1,2%","-0,6%","-1,1%"
"339","ScandBook","9,8%","-8%","8,1","9,3","-3,02","0,9","-1,0","256","66,1","5,0%","6,2%","3,8%"
"380","Scandi Standard","5,8%","27%","14,7","-44,8","-12,63","2,1","9,2","5602","51,3","1,7%","2,7%","2,9%"
"922","Scandic Hotels","1,4%","0%","6,6","3,5","-4,84","5,7","1,1","18628","71,4","3,8%","8,6%","13,6%"
"418","ScandiDos","-20,7%","-12%","-11,3","-7,2","-0,03","1,9",,"85","45,5","0,2%","-5,1%","0,7%"
"2492","Scandinavian Astor","0,1%","9%","170,3","-6,8","-3,34","3,7","21,0","926","76,1","38,0%","-2,8%","91,1%"
"419","Scandinavian Enviro","17,0%","-16%","25,5","-9,2","-0,24","3,5","0,2","1342","36,0","-2,6%","-14,1%","-7,5%"
"458","Scandinavian Real Heart","-71,4%","-21%","-0,5","-0,5","-12,14","0,5",,"36","53,6","-6,4%","-32,5%","55,0%"
"1759","Scandion Oncology","-365,3%","-52%","0,3","0,3","0,00","0,1",,"4","23,4","-25,8%","-69,2%","-74,4%"
"762","Scibase","-226,6%","-18%","-1,1","-1,3","-0,00","2,3",,"131","52,0","-2,5%","-4,9%","-1,0%"
"1438","Sdiptech","5,1%","40%","13,5","-47,4","-29,14","1,8","-6,5","8330","38,6","-2,5%","-19,2%","-7,6%"
"1552","Seafire","-16,8%","19%","-4,2","15,3","-0,38","0,4",,"229","54,7","-0,3%","-9,0%","-0,4%"
"1492","Seamless Distribution Systems","-10,4%","51%","13,4","-45,2","-1,14","1,3",,"148","62,4","2,3%","1,8%","12,3%"
"1399","SeaTwirl","-23,4%","-34%","0,4","0,4","-0,65","0,3",,"40","31,1","-7,9%","-31,6%","-14,6%"
"199","SEB A","1,0%",,"7,7","-9,0","-2,43","1,5","-2,3","362537","70,0","4,1%","3,1%","4,8%"
"1629","SEB C","1,0%",,"8,0","-9,3","-2,43","1,6","-2,4","375031","74,5","4,5%","2,9%","5,3%"
"1441","SECITS Holding","-113,6%","17%","-0,9","-6,2","-0,00","-1,6",,"12","52,5","3,3%","-13,6%","-7,3%"
"200","Sectra","37,3%","-17%","93,6","124,5","-0,65","29,7","-9,5","46136","34,6","-5,1%","-0,7%","-4,7%"
"201","Securitas","6,5%","31%","13,7","23,2","-4,33","2,1","0,1","89392","66,5","0,9%","13,9%","12,6%"
"1487","Sedana Medical","-1,4%","-18%","-32,9","-29,6","-0,45","1,9",,"1858","57,3","-0,9%","-12,6%","7,0%"
"2567","SEHED Byggmästargruppen","33,4%","-24%","3,9","8,9","-0,38","1,6","0,2","549",,,,
"531","SensoDetect",,"-0%","-8,6","74,2","-0,01","4,6",,"95","48,9","-0,7%","7,9%","7,5%"
"203","Sensys Gatso","1,4%","13%","17,6","-11,5","-8,01","0,9","1,8","576","24,7","-6,3%","-5,9%","-21,1%"
"1523","SenzaGen","-36,6%","-35%","-6,7","-9,4","-0,15","1,9",,"167","27,3","-11,1%","-7,4%","-23,6%"
"569","Senzime","-41,4%","-18%","-5,2","-5,2","-0,16","2,1",,"746","41,9","-1,1%","-13,5%","-0,9%"
"479","Serstech","-13,4%","-10%","-23,9","-29,3","-0,04","2,9",,"277","54,9","-2,4%","-10,6%","-1,8%"
"2303","SHT Smart High-Tech","-300,6%","-77%","-9,9","-5,8","-1,49","4,6",,"543","48,1","-10,0%","-6,6%","-8,1%"
"2517","Sibek","89,5%","-32%","14,2","26,7","-0,10","8,6","0,2","449","55,4","4,5%","5,7%","4,5%"
"579","Sileon","-135,4%","10%","-0,4","-0,9","1,88","0,4",,"16","58,0","-10,2%","-72,6%","2,6%"
"1054","Simris Alg","-25,9%","-1%","-0,9","-0,8","-0,00","33,3",,"31","57,8","5,7%","-27,0%","-3,0%"
"908","Sinch","-17,4%","13%","-4,5","11,1","-0,72","0,7",,"20016","48,4","-1,3%","-10,0%","6,2%"
"206","SinterCast","42,8%","-17%","17,7","13,2","-0,26","7,6","-1,3","785","63,3","3,5%","-6,0%","4,2%"
"489","Sivers Semiconductors","-8,7%","3%","-10,9","-13,8","-0,10","1,1",,"1366","73,9","30,0%","-13,4%","69,0%"
"985","Sjöstrand Coffee","-37,5%","-16%","-20,7","-12,3","-0,01","4,0",,"21","44,1","-2,0%","3,7%","-8,0%"
"207","Skanska","8,7%","-7%","13,7","27,7","-14,07","1,7","1,7","106991","59,8","0,6%","11,5%","9,9%"
"1630","SKF A","8,3%","14%","11,9","23,7","-12,31","1,8","13,3","106325","58,8","2,2%","5,5%","4,7%"
"208","SKF B","8,3%","14%","11,8","23,5","-12,31","1,8","13,2","105550","56,9","2,3%","5,5%","4,1%"
"209","SkiStar","7,0%","43%","23,7","-68,0","-3,24","4,1","3,3","13246","44,4","-2,0%","3,9%","1,5%"
"2398","Skolon",,"-37%","-139,2","-103,5","-0,28","65,5",,"778","38,4","-4,7%","3,4%","-7,3%"
"344","Skåne-möllan","14,2%","-31%","27,4","36,2","-0,53","3,5","3,7","567","59,8","0,4%","-6,4%","3,4%"
"2184","Sleep Cycle","-107,3%","-56%","10,4","13,4","-0,20","11,8","0,4","935","66,3","0,5%","1,1%","13,0%"
"517","Slottsviken B","2,9%","34%","36,0","-3,2","-21,53","1,8","0,0","74","58,2","2,0%","20,3%","2,8%"
"1390","Smart Eye","-13,4%","1%","-8,7","-8,4","-2,91","1,4",,"2191","65,5","14,0%","-28,7%","28,1%"
"1669","Smoltek","-43,2%","-7%","-1,1","-1,2","-0,05","0,5",,"45","53,6","-13,5%","13,9%","5,5%"
"1904","Sociallite US","-159,5%","-3%","-0,1","-0,3",,"-0,2",,"2","42,9","-8,7%","-42,8%","-16,9%"
"210","Softronic","47,1%","-25%","11,0","10,0","-0,08","4,1","-7,3","1211","46,4","0,5%","2,1%","-1,7%"
"2328","Solid Försäkring","11,8%",,"7,7","14,3","0,99","3,2","2,5","1563","55,0","1,7%","-1,3%","0,0%"
"2300","SolidX","-4,2%","3%","-463,3","-29,1","-0,30","2,3",,"86","51,2","-4,2%","-13,5%","-2,0%"
"1368","Solnaberg","4,0%","70%","27,9","19,8","-0,58","3,2","1,1","412","47,1","0,5%","-0,7%","-1,4%"
"763","SolTech Energy","-28,7%","6%","-5,2","-61,1","-0,79","0,9",,"652","92,1","65,3%","-38,1%","167,3%"
"1433","Sonetel","-11,2%","15%","-23,2","-7,1","-1,19","1,1",,"34","51,0","0,7%","-3,1%","13,6%"
"572","Sotkamo Silver","-3,8%","-12%","6,7","5,2","-0,24","1,0",,"300","47,7","-4,1%","-11,0%","1,9%"
"2273","Sound Dimension","-1332,8%","51%","-0,9","-1,0",,"-3,3",,"4","59,9","-5,5%","-24,6%","9,7%"
"2182","Sozap","-52,1%","-17%","-0,0","-0,1","-0,40","0,2",,"5","52,4","7,0%","-53,4%","-1,7%"
"486","Spago Nanomedical","-2600,7%","-82%","-1,0","-1,0","-0,00","2,0",,"66","41,1","-8,5%","-15,2%","-23,4%"
"785","SpectraCure","-25,2%","-11%","-8,1","-5,0","-0,16","1,9",,"200","47,8","-6,7%","11,5%","-4,8%"
"765","SpectrumOne","55,8%","-4%","-2,5","4,0","0,16","0,9","0,0","101","52,1","4,3%","-30,5%","1,5%"
"2138","Spermosens","-38,2%","-1%","-1,2","-0,9","-0,00","0,4",,"11","54,7","-3,1%","-69,3%","-2,3%"
"2294","Spiltan Invest","-0,2%","-0%","-362,1","31,5","3,65","0,8",,"6771","33,3","-2,1%","3,5%","-1,1%"
"1967","Spotlight Group","1,5%",,"1025,3","28,4","-0,28","2,3","0,6","131","47,8","3,0%","-0,9%","-9,2%"
"429","Sprint Bioscience",,"-60%","-3,7","-2,9","-0,02","10,5",,"98","38,2","-6,2%","6,3%","-11,2%"
"211","SSAB A","11,7%","-16%","6,0","8,9","-6,60","0,9","-0,2","64681","76,5","5,9%","-2,1%","31,1%"
"1632","SSAB B","11,7%","-16%","6,0","8,9","-6,60","0,9","-0,2","64362","77,3","6,5%","-2,0%","32,9%"
"555","Star Vault","-6,0%","-24%","-74,2","-108,2","-0,01","3,7",,"76","82,7","28,8%","2,0%","102,2%"
"1633","Starbreeze A","-36,7%","-21%","-0,8","-0,9","-0,17","0,5",,"335","59,1","3,6%","-23,9%","9,7%"
"386","Starbreeze B","-36,7%","-21%","-0,6","-0,7","-0,17","0,4",,"293","50,6","0,4%","-22,1%","1,8%"
"1924","Stayble Therapeutics","-219,7%","-31%","-0,7","-0,6",,"1,6",,"18","39,6","-9,8%","-20,2%","-32,3%"
"302","Stendörren Fastigheter","1,7%","53%","46,7","-11,3","-48,13","1,2","-14,9","6460","43,7","-2,1%","6,8%","-2,8%"
"2050","Stenhus Fastigheter","2,1%","52%","35,9","22,1","0,76","0,8","-2,0","4461","63,1","3,4%","-2,1%","10,1%"
"347","Stille","8,2%","-10%","28,7","-7,9","-41,29","3,0","1,7","2120","52,7","-1,3%","3,8%","2,2%"
"926","Stillfront","-54,5%","25%","-1,2","13,7","-2,26","0,4",,"3447","42,7","-2,5%","-9,5%","-9,3%"
"144","Stockwik Förvaltning","-2,4%","48%","11,8","15,7","-4,37","0,7",,"144","56,7","-3,3%","14,3%","20,6%"
"2142","StoneBeach","-172,1%","-16%","-2,5","-68,8",,"3,6",,"15","65,4","30,1%","42,3%","59,0%"
"1634","Stora Enso A","-1,0%","19%","124,6","-64,0","-1,44","0,8",,"90297","45,0","-0,4%","-8,9%","-3,8%"
"212","Stora Enso R","-1,0%","19%","125,6","-64,6","-1,44","0,8",,"91401","46,5","-1,2%","-8,9%","-3,5%"
"2274","Storskogen","-0,2%","27%","24,5","18,5","-0,67","1,2",,"25225","67,1","7,5%","24,4%","26,5%"
"471","Storytel","11,2%","1%","29,3","22,7","-2,92","4,6","0,3","7196","64,9","5,3%","25,4%","19,8%"
